Company Name,Sector,Stage,Investment Amount,Investment Type,Investment Date,Founder Name,Founder Email,Quarter,Type,Revenue,Burn,Traction,Runway Months,Narrative Good,Narrative Bad,Narrative Help
CyberGuard,Cybersecurity,Series B,537627.9504,SAFE,30/09/2024,Founder 16,founder16@cyberguard.com,2,ACTUAL,41453.62323,111815.4851,534.5680968,12.19970272,Strong customer acquisition,Higher than expected burn,Need help with hiring
CyberGuard,Cybersecurity,Series B,1825715.62,SAFE,01/03/2024,Founder 16,founder16@cyberguard.com,1,FORECAST,32849.3268,113726.4119,444.7091057,,,,
CyberGuard,Cybersecurity,Series B,1825715.62,SAFE,01/03/2024,Founder 16,founder16@cyberguard.com,2,FORECAST,40953.03644,125850.5766,628.7811784,,,,
CyberGuard,Cybersecurity,Series B,1825715.62,SAFE,01/03/2024,Founder 16,founder16@cyberguard.com,3,FORECAST,64736.94237,142631.4416,1103.851369,,,,
CyberGuard,Cybersecurity,Series B,1825715.62,SAFE,01/03/2024,Founder 16,founder16@cyberguard.com,4,FORECAST,103020.1504,137671.8509,1170.291619,,,,
CyberGuard,Cybersecurity,Series B,1825715.62,SAFE,01/03/2024,Founder 16,founder16@cyberguard.com,5,FORECAST,89057.34263,175339.9498,1456.515673,,,,
CyberGuard,Cybersecurity,Series B,1825715.62,SAFE,01/03/2024,Founder 16,founder16@cyberguard.com,6,FORECAST,197871.7376,185276.1666,2930.644464,,,,
CyberGuard,Cybersecurity,Series B,1825715.62,SAFE,01/03/2024,Founder 16,founder16@cyberguard.com,7,FORECAST,220736.6083,161427.7834,7866.126718,,,,
CyberGuard,Cybersecurity,Series B,1825715.62,SAFE,01/03/2024,Founder 16,founder16@cyberguard.com,8,FORECAST,243922.4682,268062.3274,7660.769843,,,,
CyberGuard,Cybersecurity,Series B,1825715.62,SAFE,01/03/2024,Founder 16,founder16@cyberguard.com,1,ACTUAL,30099.39646,116698.2451,407.4809742,12.11161123,Strong customer acquisition,Higher than expected burn,Need help with hiring
CyberGuard,Cybersecurity,Series B,1086792.443,SAFE,31/08/2024,Founder 16,founder16@cyberguard.com,1,FORECAST,11027.03539,136352.1503,221.030304,,,,
CyberGuard,Cybersecurity,Series B,1086792.443,SAFE,31/08/2024,Founder 16,founder16@cyberguard.com,2,FORECAST,13896.54844,156553.2524,356.4563269,,,,
CyberGuard,Cybersecurity,Series B,1086792.443,SAFE,31/08/2024,Founder 16,founder16@cyberguard.com,3,FORECAST,18757.84074,166501.1692,488.3642372,,,,
CyberGuard,Cybersecurity,Series B,1086792.443,SAFE,31/08/2024,Founder 16,founder16@cyberguard.com,4,FORECAST,19924.38166,181034.3565,1018.9503,,,,
CyberGuard,Cybersecurity,Series B,1086792.443,SAFE,31/08/2024,Founder 16,founder16@cyberguard.com,5,FORECAST,26962.83489,201797.4687,653.9178329,,,,
CyberGuard,Cybersecurity,Series B,1086792.443,SAFE,31/08/2024,Founder 16,founder16@cyberguard.com,6,FORECAST,56960.08202,274136.3288,1021.282834,,,,
CyberGuard,Cybersecurity,Series B,1086792.443,SAFE,31/08/2024,Founder 16,founder16@cyberguard.com,7,FORECAST,36721.51924,186775.3067,1176.490142,,,,
CyberGuard,Cybersecurity,Series B,1086792.443,SAFE,31/08/2024,Founder 16,founder16@cyberguard.com,8,FORECAST,58507.63682,222278.3707,1626.187915,,,,
CyberGuard,Cybersecurity,Series B,1086792.443,SAFE,31/08/2024,Founder 16,founder16@cyberguard.com,1,ACTUAL,8937.271094,151681.4114,179.1422333,4.031045763,Strong customer acquisition,Higher than expected burn,Need help with hiring
DataPulse,SaaS,Pre-Seed,2071063.018,EQUITY,30/09/2024,Founder 9,founder9@datapulse.com,1,FORECAST,44307.75819,58900.42101,149.6784103,,,,
DataPulse,SaaS,Pre-Seed,2071063.018,EQUITY,30/09/2024,Founder 9,founder9@datapulse.com,2,FORECAST,56846.69115,62676.86831,243.2130258,,,,
DataPulse,SaaS,Pre-Seed,2071063.018,EQUITY,30/09/2024,Founder 9,founder9@datapulse.com,3,FORECAST,95474.40066,69240.83377,413.6730385,,,,
DataPulse,SaaS,Pre-Seed,2071063.018,EQUITY,30/09/2024,Founder 9,founder9@datapulse.com,4,FORECAST,111294.3575,86766.26086,468.5206504,,,,
DataPulse,SaaS,Pre-Seed,2071063.018,EQUITY,30/09/2024,Founder 9,founder9@datapulse.com,5,FORECAST,133225.9218,77644.51232,655.3697062,,,,
DataPulse,SaaS,Pre-Seed,2071063.018,EQUITY,30/09/2024,Founder 9,founder9@datapulse.com,6,FORECAST,248820.6062,108226.8056,714.6711034,,,,
DataPulse,SaaS,Pre-Seed,2071063.018,EQUITY,30/09/2024,Founder 9,founder9@datapulse.com,7,FORECAST,136306.8084,81301.13003,866.2654982,,,,
DataPulse,SaaS,Pre-Seed,2071063.018,EQUITY,30/09/2024,Founder 9,founder9@datapulse.com,8,FORECAST,160821.0547,137538.9395,2649.156503,,,,
DataPulse,SaaS,Pre-Seed,2071063.018,EQUITY,30/09/2024,Founder 9,founder9@datapulse.com,1,ACTUAL,36175.80806,78367.73437,122.2074342,9.083606382,Strong customer acquisition,Higher than expected burn,Need help with hiring
DataPulse,SaaS,Pre-Seed,2071063.018,EQUITY,30/09/2024,Founder 9,founder9@datapulse.com,2,ACTUAL,53533.02239,68323.98613,229.0358171,8.527095045,Strong customer acquisition,Higher than expected burn,Need help with hiring
DataPulse,SaaS,Pre-Seed,2165309.416,EQUITY,31/03/2024,Founder 9,founder9@datapulse.com,1,FORECAST,28324.99987,138876.5332,315.910737,,,,
DataPulse,SaaS,Pre-Seed,2165309.416,EQUITY,31/03/2024,Founder 9,founder9@datapulse.com,2,FORECAST,36407.66131,155760.702,502.57813,,,,
DataPulse,SaaS,Pre-Seed,2165309.416,EQUITY,31/03/2024,Founder 9,founder9@datapulse.com,3,FORECAST,60209.14856,157579.2133,696.3845624,,,,
DataPulse,SaaS,Pre-Seed,2165309.416,EQUITY,31/03/2024,Founder 9,founder9@datapulse.com,4,FORECAST,77435.55262,177179.925,1323.813802,,,,
DataPulse,SaaS,Pre-Seed,2165309.416,EQUITY,31/03/2024,Founder 9,founder9@datapulse.com,5,FORECAST,95131.40486,177799.4311,1321.004595,,,,
DataPulse,SaaS,Pre-Seed,2165309.416,EQUITY,31/03/2024,Founder 9,founder9@datapulse.com,6,FORECAST,138995.6947,193002.5039,1432.968277,,,,
DataPulse,SaaS,Pre-Seed,2165309.416,EQUITY,31/03/2024,Founder 9,founder9@datapulse.com,7,FORECAST,118633.8698,187405.5305,3948.302545,,,,
DataPulse,SaaS,Pre-Seed,2165309.416,EQUITY,31/03/2024,Founder 9,founder9@datapulse.com,8,FORECAST,133910.2016,237060.2091,2910.340804,,,,
DataPulse,SaaS,Pre-Seed,2165309.416,EQUITY,31/03/2024,Founder 9,founder9@datapulse.com,1,ACTUAL,39273.28334,137146.3067,438.0177208,5.943281526,Strong customer acquisition,Higher than expected burn,Need help with hiring
DataPulse,SaaS,Pre-Seed,2165309.416,EQUITY,31/03/2024,Founder 9,founder9@datapulse.com,2,ACTUAL,24448.85626,203026.3158,337.4965603,7.788688293,Strong customer acquisition,Higher than expected burn,Need help with hiring
DataPulse,SaaS,Pre-Seed,1958385.295,EQUITY,31/07/2024,Founder 9,founder9@datapulse.com,1,FORECAST,47085.66815,134467.6109,609.6638089,,,,
DataPulse,SaaS,Pre-Seed,1958385.295,EQUITY,31/07/2024,Founder 9,founder9@datapulse.com,2,FORECAST,65521.41483,147058.1567,942.3669968,,,,
DataPulse,SaaS,Pre-Seed,1958385.295,EQUITY,31/07/2024,Founder 9,founder9@datapulse.com,3,FORECAST,78411.92006,160063.4011,1660.014428,,,,
DataPulse,SaaS,Pre-Seed,1958385.295,EQUITY,31/07/2024,Founder 9,founder9@datapulse.com,4,FORECAST,152470.698,158070.5562,2763.061886,,,,
DataPulse,SaaS,Pre-Seed,1958385.295,EQUITY,31/07/2024,Founder 9,founder9@datapulse.com,5,FORECAST,131796.7985,222090.6042,4665.092088,,,,
DataPulse,SaaS,Pre-Seed,1958385.295,EQUITY,31/07/2024,Founder 9,founder9@datapulse.com,6,FORECAST,217452.2964,268182.6698,5045.123432,,,,
DataPulse,SaaS,Pre-Seed,1958385.295,EQUITY,31/07/2024,Founder 9,founder9@datapulse.com,7,FORECAST,270755.7668,309860.6159,12837.1744,,,,
DataPulse,SaaS,Pre-Seed,1958385.295,EQUITY,31/07/2024,Founder 9,founder9@datapulse.com,8,FORECAST,227451.5137,318464.9316,4885.787716,,,,
DataPulse,SaaS,Pre-Seed,1958385.295,EQUITY,31/07/2024,Founder 9,founder9@datapulse.com,1,ACTUAL,51599.54627,170478.3743,668.1093664,10.15447959,Strong customer acquisition,Higher than expected burn,Need help with hiring
EduSpark,EdTech,Series A,1798725.5,EQUITY,01/01/2024,Founder 15,founder15@eduspark.com,1,FORECAST,14364.39291,147761.0706,956.884386,,,,
EduSpark,EdTech,Series A,1798725.5,EQUITY,01/01/2024,Founder 15,founder15@eduspark.com,2,FORECAST,18619.39443,160295.8706,1286.930321,,,,
EduSpark,EdTech,Series A,1798725.5,EQUITY,01/01/2024,Founder 15,founder15@eduspark.com,3,FORECAST,25923.82681,176194.0279,1788.839858,,,,
EduSpark,EdTech,Series A,1798725.5,EQUITY,01/01/2024,Founder 15,founder15@eduspark.com,4,FORECAST,26134.43843,200305.4721,2870.846821,,,,
EduSpark,EdTech,Series A,1798725.5,EQUITY,01/01/2024,Founder 15,founder15@eduspark.com,5,FORECAST,37410.88054,255340.2939,6252.095094,,,,
EduSpark,EdTech,Series A,1798725.5,EQUITY,01/01/2024,Founder 15,founder15@eduspark.com,6,FORECAST,47799.92018,212099.9205,12296.98976,,,,
EduSpark,EdTech,Series A,1798725.5,EQUITY,01/01/2024,Founder 15,founder15@eduspark.com,7,FORECAST,97768.39191,292310.3005,6827.465086,,,,
EduSpark,EdTech,Series A,1798725.5,EQUITY,01/01/2024,Founder 15,founder15@eduspark.com,8,FORECAST,215063.1259,331779.8699,26847.92019,,,,
EduSpark,EdTech,Series A,1798725.5,EQUITY,01/01/2024,Founder 15,founder15@eduspark.com,1,ACTUAL,17807.73121,192394.1167,1186.262451,8.55464525,Strong customer acquisition,Higher than expected burn,Need help with hiring
EduSpark,EdTech,Series A,1798725.5,EQUITY,01/01/2024,Founder 15,founder15@eduspark.com,2,ACTUAL,18554.48923,182097.1071,1282.444221,7.448556443,Strong customer acquisition,Higher than expected burn,Need help with hiring
EduSpark,EdTech,Series A,1798725.5,EQUITY,01/01/2024,Founder 15,founder15@eduspark.com,3,ACTUAL,20355.01639,243673.4131,1404.571358,4.597477813,Strong customer acquisition,Higher than expected burn,Need help with hiring
EduSpark,EdTech,Series A,1798725.5,EQUITY,01/01/2024,Founder 15,founder15@eduspark.com,4,ACTUAL,25265.56591,273673.4733,2775.401881,14.73689372,Strong customer acquisition,Higher than expected burn,Need help with hiring
EduSpark,EdTech,Series A,1010406.23,EQUITY,30/09/2024,Founder 15,founder15@eduspark.com,1,FORECAST,35713.73617,74930.79232,847.0268026,,,,
EduSpark,EdTech,Series A,1010406.23,EQUITY,30/09/2024,Founder 15,founder15@eduspark.com,2,FORECAST,48835.45886,86126.56602,1164.140644,,,,
EduSpark,EdTech,Series A,1010406.23,EQUITY,30/09/2024,Founder 15,founder15@eduspark.com,3,FORECAST,57057.49848,94522.46425,1534.230584,,,,
EduSpark,EdTech,Series A,1010406.23,EQUITY,30/09/2024,Founder 15,founder15@eduspark.com,4,FORECAST,102216.9907,91618.34514,2474.182724,,,,
EduSpark,EdTech,Series A,1010406.23,EQUITY,30/09/2024,Founder 15,founder15@eduspark.com,5,FORECAST,94666.65713,97555.18395,3336.410806,,,,
EduSpark,EdTech,Series A,1010406.23,EQUITY,30/09/2024,Founder 15,founder15@eduspark.com,6,FORECAST,145988.8843,109092.485,8350.204309,,,,
EduSpark,EdTech,Series A,1010406.23,EQUITY,30/09/2024,Founder 15,founder15@eduspark.com,7,FORECAST,145498.5289,142344.166,7618.533458,,,,
EduSpark,EdTech,Series A,1010406.23,EQUITY,30/09/2024,Founder 15,founder15@eduspark.com,8,FORECAST,314258.4443,157069.6721,10673.69107,,,,
EduSpark,EdTech,Series A,1010406.23,EQUITY,30/09/2024,Founder 15,founder15@eduspark.com,1,ACTUAL,32582.97337,95550.61198,772.77414,3.642262003,Strong customer acquisition,Higher than expected burn,Need help with hiring
EduSpark,EdTech,Series A,1010406.23,EQUITY,30/09/2024,Founder 15,founder15@eduspark.com,2,ACTUAL,61820.99139,78920.71497,1473.690028,8.278172034,Strong customer acquisition,Higher than expected burn,Need help with hiring
EduSpark,EdTech,Series A,1010406.23,EQUITY,30/09/2024,Founder 15,founder15@eduspark.com,3,ACTUAL,54903.94512,118316.5621,1476.323254,7.697061024,Strong customer acquisition,Higher than expected burn,Need help with hiring
EduSpark,EdTech,Series A,1010406.23,EQUITY,30/09/2024,Founder 15,founder15@eduspark.com,4,ACTUAL,107502.1888,106683.4676,2602.112001,8.860302569,Strong customer acquisition,Higher than expected burn,Need help with hiring
EduSpark,EdTech,Series A,1239468.097,EQUITY,31/05/2024,Founder 15,founder15@eduspark.com,1,FORECAST,16700.7009,113624.9771,735.0275438,,,,
EduSpark,EdTech,Series A,1239468.097,EQUITY,31/05/2024,Founder 15,founder15@eduspark.com,2,FORECAST,23765.44497,120963.6143,1113.642935,,,,
EduSpark,EdTech,Series A,1239468.097,EQUITY,31/05/2024,Founder 15,founder15@eduspark.com,3,FORECAST,30082.79577,140691.9187,1552.056821,,,,
EduSpark,EdTech,Series A,1239468.097,EQUITY,31/05/2024,Founder 15,founder15@eduspark.com,4,FORECAST,31871.14713,152356.6211,2324.442986,,,,
EduSpark,EdTech,Series A,1239468.097,EQUITY,31/05/2024,Founder 15,founder15@eduspark.com,5,FORECAST,48921.13215,165999.9024,4900.45386,,,,
EduSpark,EdTech,Series A,1239468.097,EQUITY,31/05/2024,Founder 15,founder15@eduspark.com,6,FORECAST,47719.83666,174368.4794,6966.240678,,,,
EduSpark,EdTech,Series A,1239468.097,EQUITY,31/05/2024,Founder 15,founder15@eduspark.com,7,FORECAST,50410.57583,191771.0616,6020.304085,,,,
EduSpark,EdTech,Series A,1239468.097,EQUITY,31/05/2024,Founder 15,founder15@eduspark.com,8,FORECAST,62581.87491,269277.8465,25686.87396,,,,
EduSpark,EdTech,Series A,1239468.097,EQUITY,31/05/2024,Founder 15,founder15@eduspark.com,1,ACTUAL,13474.75728,113128.5436,593.0480288,12.54693707,Strong customer acquisition,Higher than expected burn,Need help with hiring
EduSpark,EdTech,Series A,1239468.097,EQUITY,31/05/2024,Founder 15,founder15@eduspark.com,2,ACTUAL,16873.65233,138126.0297,790.6952184,12.91346676,Strong customer acquisition,Higher than expected burn,Need help with hiring
FinTech Hub,Fintech,Seed,631195.7878,SAFE,01/12/2024,Founder 10,founder10@fintechhub.com,1,FORECAST,58779.0228,52622.54564,337.1037918,,,,
FinTech Hub,Fintech,Seed,631195.7878,SAFE,01/12/2024,Founder 10,founder10@fintechhub.com,2,FORECAST,87476.60552,57115.07008,463.4730993,,,,
FinTech Hub,Fintech,Seed,631195.7878,SAFE,01/12/2024,Founder 10,founder10@fintechhub.com,3,FORECAST,106132.8231,63813.57206,938.2365892,,,,
FinTech Hub,Fintech,Seed,631195.7878,SAFE,01/12/2024,Founder 10,founder10@fintechhub.com,4,FORECAST,110693.5624,66191.46189,1062.244087,,,,
FinTech Hub,Fintech,Seed,631195.7878,SAFE,01/12/2024,Founder 10,founder10@fintechhub.com,5,FORECAST,146531.9188,72590.01476,1952.822747,,,,
FinTech Hub,Fintech,Seed,631195.7878,SAFE,01/12/2024,Founder 10,founder10@fintechhub.com,6,FORECAST,396660.4144,68788.77827,1717.131622,,,,
FinTech Hub,Fintech,Seed,631195.7878,SAFE,01/12/2024,Founder 10,founder10@fintechhub.com,7,FORECAST,352054.7736,114348.3667,3063.756785,,,,
FinTech Hub,Fintech,Seed,631195.7878,SAFE,01/12/2024,Founder 10,founder10@fintechhub.com,8,FORECAST,799491.1522,128089.9237,8277.207449,,,,
FinTech Hub,Fintech,Seed,631195.7878,SAFE,01/12/2024,Founder 10,founder10@fintechhub.com,1,ACTUAL,80931.34628,67480.46141,464.1496643,9.390234517,Strong customer acquisition,Higher than expected burn,Need help with hiring
FinTech Hub,Fintech,Seed,631195.7878,SAFE,01/12/2024,Founder 10,founder10@fintechhub.com,2,ACTUAL,85696.32658,66666.63447,454.0407329,10.99531368,Strong customer acquisition,Higher than expected burn,Need help with hiring
FinTech Hub,Fintech,Seed,2328856.769,SAFE,01/03/2024,Founder 10,founder10@fintechhub.com,1,FORECAST,32890.91151,64026.52724,964.661997,,,,
FinTech Hub,Fintech,Seed,2328856.769,SAFE,01/03/2024,Founder 10,founder10@fintechhub.com,2,FORECAST,46011.02336,68820.32084,1457.669151,,,,
FinTech Hub,Fintech,Seed,2328856.769,SAFE,01/03/2024,Founder 10,founder10@fintechhub.com,3,FORECAST,51693.87,71437.11608,2646.718432,,,,
FinTech Hub,Fintech,Seed,2328856.769,SAFE,01/03/2024,Founder 10,founder10@fintechhub.com,4,FORECAST,91095.25465,86868.36372,2363.091685,,,,
FinTech Hub,Fintech,Seed,2328856.769,SAFE,01/03/2024,Founder 10,founder10@fintechhub.com,5,FORECAST,97184.32628,95417.25383,7624.402999,,,,
FinTech Hub,Fintech,Seed,2328856.769,SAFE,01/03/2024,Founder 10,founder10@fintechhub.com,6,FORECAST,177085.6622,104488.5623,13045.49348,,,,
FinTech Hub,Fintech,Seed,2328856.769,SAFE,01/03/2024,Founder 10,founder10@fintechhub.com,7,FORECAST,104074.9039,117895.4367,7516.283681,,,,
FinTech Hub,Fintech,Seed,2328856.769,SAFE,01/03/2024,Founder 10,founder10@fintechhub.com,8,FORECAST,150462.3597,161264.623,35872.25785,,,,
FinTech Hub,Fintech,Seed,2328856.769,SAFE,01/03/2024,Founder 10,founder10@fintechhub.com,1,ACTUAL,37658.19051,80264.67969,1104.482168,11.25815487,Strong customer acquisition,Higher than expected burn,Need help with hiring
FinTech Hub,Fintech,Seed,2422106.224,SAFE,30/06/2024,Founder 10,founder10@fintechhub.com,1,FORECAST,39299.15142,97123.42494,1064.052331,,,,
FinTech Hub,Fintech,Seed,2422106.224,SAFE,30/06/2024,Founder 10,founder10@fintechhub.com,2,FORECAST,51616.06239,106389.959,1543.705722,,,,
FinTech Hub,Fintech,Seed,2422106.224,SAFE,30/06/2024,Founder 10,founder10@fintechhub.com,3,FORECAST,82610.58362,124075.6858,1918.341829,,,,
FinTech Hub,Fintech,Seed,2422106.224,SAFE,30/06/2024,Founder 10,founder10@fintechhub.com,4,FORECAST,93168.72703,146522.1125,3606.339702,,,,
FinTech Hub,Fintech,Seed,2422106.224,SAFE,30/06/2024,Founder 10,founder10@fintechhub.com,5,FORECAST,185757.2867,164024.4312,5027.537936,,,,
FinTech Hub,Fintech,Seed,2422106.224,SAFE,30/06/2024,Founder 10,founder10@fintechhub.com,6,FORECAST,179138.836,134427.1385,10538.09717,,,,
FinTech Hub,Fintech,Seed,2422106.224,SAFE,30/06/2024,Founder 10,founder10@fintechhub.com,7,FORECAST,242223.93,204355.1049,13774.47812,,,,
FinTech Hub,Fintech,Seed,2422106.224,SAFE,30/06/2024,Founder 10,founder10@fintechhub.com,8,FORECAST,665477.4671,187758.0426,18856.24124,,,,
FinTech Hub,Fintech,Seed,2422106.224,SAFE,30/06/2024,Founder 10,founder10@fintechhub.com,1,ACTUAL,49746.42707,89722.14735,1346.919711,13.43881707,Strong customer acquisition,Higher than expected burn,Need help with hiring
FinTech Hub,Fintech,Seed,2422106.224,SAFE,30/06/2024,Founder 10,founder10@fintechhub.com,2,ACTUAL,39143.6453,147983.3412,1170.68731,9.098727174,Strong customer acquisition,Higher than expected burn,Need help with hiring
FinTech Hub,Fintech,Seed,2422106.224,SAFE,30/06/2024,Founder 10,founder10@fintechhub.com,3,ACTUAL,101517.942,114934.033,2357.399089,7.284819062,Strong customer acquisition,Higher than expected burn,Need help with hiring
FinTech Hub,Fintech,Seed,2422106.224,SAFE,30/06/2024,Founder 10,founder10@fintechhub.com,4,ACTUAL,97319.50254,139286.4762,3767.006345,3.761185927,Strong customer acquisition,Higher than expected burn,Need help with hiring
GreenEnergy Co,ClimateTech,Seed,1235945.72,EQUITY,01/01/2024,Founder 6,founder6@greenenergyco.com,1,FORECAST,52450.64586,122529.607,535.3659225,,,,
GreenEnergy Co,ClimateTech,Seed,1235945.72,EQUITY,01/01/2024,Founder 6,founder6@greenenergyco.com,2,FORECAST,73892.70274,140125.1111,878.6698904,,,,
GreenEnergy Co,ClimateTech,Seed,1235945.72,EQUITY,01/01/2024,Founder 6,founder6@greenenergyco.com,3,FORECAST,91736.40372,140271.8927,1409.200035,,,,
GreenEnergy Co,ClimateTech,Seed,1235945.72,EQUITY,01/01/2024,Founder 6,founder6@greenenergyco.com,4,FORECAST,126917.0958,171378.3166,1341.3189,,,,
GreenEnergy Co,ClimateTech,Seed,1235945.72,EQUITY,01/01/2024,Founder 6,founder6@greenenergyco.com,5,FORECAST,215845.4912,172883.9789,3483.805415,,,,
GreenEnergy Co,ClimateTech,Seed,1235945.72,EQUITY,01/01/2024,Founder 6,founder6@greenenergyco.com,6,FORECAST,295497.1193,180604.4271,2636.599139,,,,
GreenEnergy Co,ClimateTech,Seed,1235945.72,EQUITY,01/01/2024,Founder 6,founder6@greenenergyco.com,7,FORECAST,181480.73,179190.2878,9739.796947,,,,
GreenEnergy Co,ClimateTech,Seed,1235945.72,EQUITY,01/01/2024,Founder 6,founder6@greenenergyco.com,8,FORECAST,203348.8307,304727.1284,9475.622427,,,,
GreenEnergy Co,ClimateTech,Seed,1235945.72,EQUITY,01/01/2024,Founder 6,founder6@greenenergyco.com,1,ACTUAL,43081.12846,152409.0322,439.7308689,3.188949035,Strong customer acquisition,Higher than expected burn,Need help with hiring
GreenEnergy Co,ClimateTech,Seed,1235945.72,EQUITY,01/01/2024,Founder 6,founder6@greenenergyco.com,2,ACTUAL,52967.70435,177458.1796,629.8474038,7.291298062,Strong customer acquisition,Higher than expected burn,Need help with hiring
GreenEnergy Co,ClimateTech,Seed,1235945.72,EQUITY,01/01/2024,Founder 6,founder6@greenenergyco.com,3,ACTUAL,60885.04034,163273.697,935.2797527,5.650775916,Strong customer acquisition,Higher than expected burn,Need help with hiring
GreenEnergy Co,ClimateTech,Seed,1235945.72,EQUITY,01/01/2024,Founder 6,founder6@greenenergyco.com,4,ACTUAL,124414.9922,224703.1111,1314.875505,6.852930984,Strong customer acquisition,Higher than expected burn,Need help with hiring
GreenEnergy Co,ClimateTech,Seed,2368204.334,EQUITY,01/11/2024,Founder 6,founder6@greenenergyco.com,1,FORECAST,41029.54366,84080.07804,175.1158107,,,,
GreenEnergy Co,ClimateTech,Seed,2368204.334,EQUITY,01/11/2024,Founder 6,founder6@greenenergyco.com,2,FORECAST,53337.38524,94011.36806,283.2684246,,,,
GreenEnergy Co,ClimateTech,Seed,2368204.334,EQUITY,01/11/2024,Founder 6,founder6@greenenergyco.com,3,FORECAST,62076.97413,102964.6986,314.815829,,,,
GreenEnergy Co,ClimateTech,Seed,2368204.334,EQUITY,01/11/2024,Founder 6,founder6@greenenergyco.com,4,FORECAST,89912.8591,127635.0798,519.1783979,,,,
GreenEnergy Co,ClimateTech,Seed,2368204.334,EQUITY,01/11/2024,Founder 6,founder6@greenenergyco.com,5,FORECAST,161269.3556,115884.0023,621.585595,,,,
GreenEnergy Co,ClimateTech,Seed,2368204.334,EQUITY,01/11/2024,Founder 6,founder6@greenenergyco.com,6,FORECAST,105814.7633,133884.4172,1178.926301,,,,
GreenEnergy Co,ClimateTech,Seed,2368204.334,EQUITY,01/11/2024,Founder 6,founder6@greenenergyco.com,7,FORECAST,299784.8703,150467.4617,1390.633752,,,,
GreenEnergy Co,ClimateTech,Seed,2368204.334,EQUITY,01/11/2024,Founder 6,founder6@greenenergyco.com,8,FORECAST,148590.8041,143146.9219,5377.250606,,,,
GreenEnergy Co,ClimateTech,Seed,2368204.334,EQUITY,01/11/2024,Founder 6,founder6@greenenergyco.com,1,ACTUAL,30042.4312,99398.46856,128.2223546,4.150867418,Strong customer acquisition,Higher than expected burn,Need help with hiring
GreenEnergy Co,ClimateTech,Seed,2368204.334,EQUITY,01/11/2024,Founder 6,founder6@greenenergyco.com,2,ACTUAL,45340.60693,96685.60283,240.7984988,12.15364669,Strong customer acquisition,Higher than expected burn,Need help with hiring
GreenEnergy Co,ClimateTech,Seed,1351085.162,EQUITY,01/03/2024,Founder 6,founder6@greenenergyco.com,1,FORECAST,33893.8223,141787.0244,421.074338,,,,
GreenEnergy Co,ClimateTech,Seed,1351085.162,EQUITY,01/03/2024,Founder 6,founder6@greenenergyco.com,2,FORECAST,42798.39793,150187.7228,714.3004145,,,,
GreenEnergy Co,ClimateTech,Seed,1351085.162,EQUITY,01/03/2024,Founder 6,founder6@greenenergyco.com,3,FORECAST,50558.20336,183468.3383,1017.673389,,,,
GreenEnergy Co,ClimateTech,Seed,1351085.162,EQUITY,01/03/2024,Founder 6,founder6@greenenergyco.com,4,FORECAST,88929.12901,190156.5328,1990.1843,,,,
GreenEnergy Co,ClimateTech,Seed,1351085.162,EQUITY,01/03/2024,Founder 6,founder6@greenenergyco.com,5,FORECAST,70995.49554,185746.8812,2762.3836,,,,
GreenEnergy Co,ClimateTech,Seed,1351085.162,EQUITY,01/03/2024,Founder 6,founder6@greenenergyco.com,6,FORECAST,105841.5828,188131.7168,2036.938032,,,,
GreenEnergy Co,ClimateTech,Seed,1351085.162,EQUITY,01/03/2024,Founder 6,founder6@greenenergyco.com,7,FORECAST,200947.1896,225237.392,9234.142595,,,,
GreenEnergy Co,ClimateTech,Seed,1351085.162,EQUITY,01/03/2024,Founder 6,founder6@greenenergyco.com,8,FORECAST,174126.3503,317593.9709,6722.869872,,,,
GreenEnergy Co,ClimateTech,Seed,1351085.162,EQUITY,01/03/2024,Founder 6,founder6@greenenergyco.com,1,ACTUAL,40833.09984,127701.584,507.2833136,3.773305634,Strong customer acquisition,Higher than expected burn,Need help with hiring
GreenEnergy Co,ClimateTech,Seed,1351085.162,EQUITY,01/03/2024,Founder 6,founder6@greenenergyco.com,2,ACTUAL,40087.64749,184171.295,669.0582966,9.694546594,Strong customer acquisition,Higher than expected burn,Need help with hiring
GreenEnergy Co,ClimateTech,Seed,1351085.162,EQUITY,01/03/2024,Founder 6,founder6@greenenergyco.com,3,ACTUAL,69367.52402,179094.7769,1396.281485,3.344920404,Strong customer acquisition,Higher than expected burn,Need help with hiring
HealthFirst,Healthcare,Series A,1763154.153,CLN,01/01/2024,Founder 11,founder11@healthfirst.com,1,FORECAST,40974.91975,64300.8793,214.2272536,,,,
HealthFirst,Healthcare,Series A,1763154.153,CLN,01/01/2024,Founder 11,founder11@healthfirst.com,2,FORECAST,51718.09744,72929.83308,332.9571037,,,,
HealthFirst,Healthcare,Series A,1763154.153,CLN,01/01/2024,Founder 11,founder11@healthfirst.com,3,FORECAST,69240.33545,73922.81912,380.0613871,,,,
HealthFirst,Healthcare,Series A,1763154.153,CLN,01/01/2024,Founder 11,founder11@healthfirst.com,4,FORECAST,79376.97935,78152.8216,683.9985049,,,,
HealthFirst,Healthcare,Series A,1763154.153,CLN,01/01/2024,Founder 11,founder11@healthfirst.com,5,FORECAST,141763.0887,88106.9394,1231.626756,,,,
HealthFirst,Healthcare,Series A,1763154.153,CLN,01/01/2024,Founder 11,founder11@healthfirst.com,6,FORECAST,294933.7981,96317.75882,1835.363807,,,,
